0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
600,1199,1722,1895,1920,1917,1919,1913,1898,1884,1865,1846,1786,1620,1417,1182,1003,843,667,387,129,21
